Name,Points,Status,Pattern,Tags,Pomos (25 mins),Do Date,Source,Related To,Relates,Created Time,Problem Statement,Last edited time,Day Completed
Two Single Numbers (medium),,ok,"https://www.notion.so/Custom-datastructures-6c89204250cd4dbb88ef0addf2ca20a3, https://www.notion.so/Bits-e38c7329b88e4b65ac64bfc4a9ffc7ed",,1,"Dec 22, 2020",educative.io,,,"Dec 22, 2020 4:57 PM","In a non-empty array of numbers, every number appears exactly twice except two numbers that appear only once. Find the two numbers that appear only once.","May 11, 2021 9:12 AM",
Insert Interval,,done,https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01,,,"Dec 22, 2020",https://leetcode.com/problems/insert-interval/,,,"Dec 22, 2020 11:48 AM",,"Mar 04, 2021 8:12 AM",
Partition Labels - Leetcode,1600,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01",interval,1,"Jan 09, 2021",https://leetcode.com/problems/partition-labels/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Activity%20Selection%20Problem%20b98e4f278b8745d182d05ec2bebc05ef.md,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Delivering%20Boxes%20from%20Storage%20to%20Ports%209dd9d38372434fcfb2d66302b6114425.md,"Dec 22, 2020 11:16 AM",,"Mar 04, 2021 8:12 AM",
Minimum Window Sort (medium),1600,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,1,"Dec 22, 2020",https://leetcode.com/problems/shortest-unsorted-continuous-subarray/,,,"Dec 22, 2020 10:49 AM",,"Mar 01, 2021 3:43 PM",
Triplet Sum Less than the target,,waiting,https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74,,,,,,,"Dec 22, 2020 9:34 AM",,"May 20, 2021 9:56 AM",
Pair with the target sum,800,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,,"Dec 22, 2020",,,,"Dec 22, 2020 9:30 AM",,"Mar 01, 2021 3:43 PM",
" Triplet sum to zero",,done,https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74,,,"Dec 22, 2020",,,,"Dec 22, 2020 9:21 AM",,"Mar 01, 2021 8:38 AM",
Squaring a Sorted Array,,done,https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74,,,"Dec 21, 2020",,,,"Dec 21, 2020 7:46 PM",,"Mar 01, 2021 8:38 AM",
No two animals are adjacent #Ways,1600,ok,"https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee, https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9, https://www.notion.so/Linear-DP-40f64e6224704d17972aa352dc735edb",de shaw,2,"Jan 31, 2021",,,,"Dec 18, 2020 9:04 AM","There are x lions, y tigers, z leopards, and w panthers. Find the number of ways to place them on a line such that no two same animals are adjacent to each other. (0<=x,y,z,w<=51) [DP]","May 11, 2021 9:01 AM",
Bitwise AND of Range of Numbers | binarysearch,1500,done,"https://www.notion.so/Custom-datastructures-6c89204250cd4dbb88ef0addf2ca20a3, https://www.notion.so/Bits-e38c7329b88e4b65ac64bfc4a9ffc7ed",,1,"Dec 15, 2020",https://binarysearch.com/problems/Bitwise-AND-of-Range-of-Numbers,,,"Dec 15, 2020 9:25 AM","Given two integers start and end, return the bitwise AND of all numbers in [start, end], inclusive.","May 11, 2021 9:12 AM",
F - Range Xor Query,1700,ok,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Segment-Tree-44c358c781f5413b906dfd28e43f6b8e",,,"Dec 12, 2020",https://atcoder.jp/contests/abc185/tasks/abc185_f,,,"Dec 12, 2020 8:24 PM","Given an integer array A of length N (<300000). You need to support two types of queries, (1, x, y) → update A[x] ^= y. And (2, x, y) → return A[x]^A[x + 1]^....^A[y]. ","May 11, 2021 8:57 AM",
E - Sequence Matching,1700,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",,,"Dec 12, 2020",https://atcoder.jp/contests/abc185/tasks/abc185_e,,,"Dec 12, 2020 6:08 PM","Given two integers sequences A and B of lengths n and m respectively. You can convert A and B to A1 and B1 by removing some elements from them such that |A1| = |B1|.  Let x be the number of elements removed in both A and B. And Let y be the number of positions i, such that A1 and B1 differ. 
Return the minimum possible value of x + y? ","Mar 01, 2021 8:46 AM",
Expected number of loops in a bag of ropes,1600,ok,,"interview, mathisys",,"Dec 07, 2020",,,,"Dec 07, 2020 8:09 PM","You have a bag of n ropes. In one operation you can select 2 ends randomly and join them. If they are from the same rope, a loop is formed. Otherwise the two ropes will become one. What is the expected number of loops at the end of n operations?","May 19, 2021 10:00 PM",
Two archers shoot a target,1500,done,,,,"Nov 30, 2020",,,,"Dec 07, 2020 7:39 PM","Two archers shoot at a target. The distance of each shot from the center of the target is uniformly distributed from 0 to 1, independently of the other shot. What is the PDF (probability density function) of the distance from the center for the winning shot?","Dec 26, 2020 9:28 AM",
Start of the cycle in linked list,1500,done,"https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Linked-List-fed40f1dbcfc43d9913de240bdc06f68","interview, mathisys",,"Dec 07, 2020",https://leetcode.com/problems/linked-list-cycle-ii/,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Linked%20List%20Cycle%20c19a53a841fb41e7bda27a6a2becc7d6.md,,"Dec 07, 2020 6:07 PM","Given a linked list, find the start of the cycle?","May 19, 2021 10:01 PM",
Probability that the other child is also a boy II,1500,done,https://www.notion.so/Probability-ab40acf93bd848578d3792035d39e887,,,"Dec 07, 2020",,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Probability%20that%20other%20child%20is%20also%20a%20boy%20ec6a06e172954251a8ff1d442eebc516.md,,"Dec 07, 2020 2:51 PM","A person has two children, it is given that one of them is boy born on wednesday. What is the probability that the other is also boy?","May 11, 2021 9:08 AM",
Probability that other child is also a boy,1000,done,https://www.notion.so/Probability-ab40acf93bd848578d3792035d39e887,,,"Dec 07, 2020",,,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Probability%20that%20the%20other%20child%20is%20also%20a%20boy%20II%20cdae717ac8fc431497a9dfc5e03b8088.md,"Dec 07, 2020 2:48 PM","A person has two children, it is given that one of them is boy. What is the probability that the other is also boy?","May 11, 2021 9:08 AM",
N Cars travelling right,1800,done,,,,,,,,"Dec 07, 2020 2:47 PM","You have n cars, travelling to right. Each having distinct speed limit. A car cannot exceed speed to that of car infront of it (to avoid collision). A car always travels with maximum possible speed. Given the speeds are chosen at random, what is the expected number of groups they form.","Dec 26, 2020 9:28 AM",
Two consecutive heads,1000,done,,mathisys,,"Dec 06, 2020",,,,"Dec 07, 2020 9:36 AM",What is the expected number of (fair) coin flips to get three consecutive heads? What about n consecutive heads?,"May 19, 2021 10:01 PM",
Expected number of throws to get Head,800,done,,mathisys,,"Dec 06, 2020",,,,"Dec 07, 2020 9:35 AM",What is the expected number of throws you need to get a head when you toss a coin?,"May 19, 2021 10:02 PM",
3 and 5 gallon jug,1000,done,,,,"Nov 19, 2020",,,,"Dec 06, 2020 9:46 AM",,"Jan 06, 2021 8:16 PM",
Minimum Cost to connect ropes,1200,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3","goldman sachs, new",,"Dec 04, 2020",,,,"Dec 06, 2020 9:32 AM","Given n ropes of different lengths, we need to connect these ropes into one rope. We can connect only 2 ropes at a time. The cost required to connect 2 ropes is equal to sum of their lengths. The length of this connected rope is also equal to the sum of their lengths. This process is repeated until n ropes are connected into a single rope. Find the min possible cost required to connect all ropes.","Mar 01, 2021 3:42 PM",
B. Balls of Steel,1000,done,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,"logic, simulation",,"Dec 12, 2020",https://codeforces.com/contest/1450/problem/B,,,"Dec 05, 2020 8:17 PM","Given the coordinates of n distinct balls. In one operation you can charge the ball so that all the balls within the manhattan distance k will merge into the charged ball. Find the minimum number of operations you need to merge all the balls otherwise return -1. ","Mar 01, 2021 3:43 PM",
Minimum incompatibility,2000,waiting,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Backtracking-90d58a7ffa85438e86ce346981bf35b5","brute, hard, leetcode",,"Dec 05, 2020",https://leetcode.com/contest/weekly-contest-218/problems/minimum-incompatibility/,,,"Dec 05, 2020 8:22 AM",Given an array of integers and k. You need to group elements into k groups of equal size such that each group contains distinct elements. Also you need to minimize the sum of the (max element - min element) in each group? (1 ≤ k ≤ n ≤ 16),"May 23, 2021 8:53 AM",
LCA binary tree,1500,done,https://www.notion.so/Binary-Tree-2b7ef3f8a3684c2c8790ae61ff7ddaea,,,"Dec 07, 2020",,,,"Dec 04, 2020 7:02 PM","Given pointers to two nodes in a bst, find the LCA of the two nodes. ","May 11, 2021 9:11 AM",
Minimum Price,1600,done,https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690,"interview, sharechat",,"Nov 30, 2020",sharechat,,,"Dec 04, 2020 5:21 PM",Given n of types 1 to n respectively (repetitoins allowed). Each type having cost a_i. You can do an operation such as change type of items i to i + 1 (cyclically) (the cost remains the same) with a cost x. Find the minimum possible cost to by all types of items?,"Mar 01, 2021 8:41 AM",
Maximum diameter,1600,done,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,"interview, sharechat",,"Dec 04, 2020",sharechat,,,"Dec 04, 2020 5:03 PM",Given an array which represents the number of nodes at the ith level in a tree. arr[0] = 1. Find the maximum possible diameter of the tree?,"Mar 01, 2021 8:46 AM",
Toy Blocks,1400,done,https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242,,,"Dec 04, 2020",https://codeforces.com/contest/1452/problem/B,,,"Dec 04, 2020 4:23 PM","Boxes contain balls. you can transfer balls from one box to all other. You can add some balls to some boxes such that after adding, no matter what box you pick it should be possible to make all remaining equal.","Feb 22, 2021 9:23 PM",
Quality of chocolates,2000,ok,,"optimization, sharechat",2,"Dec 04, 2020",,,,"Dec 04, 2020 4:12 PM","Given a n chocolates with i^th chocolate having s_i sweetness and t_i expiry time. You are given Q queries like (x, y), for each query return the number of chocolates whose sweetness greater than x and expiry time greater than y.","Dec 20, 2020 8:45 AM",
Minimum Tree From Leaves,1500,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee, https://www.notion.so/Knapsack-e1ea6dfd10d74218b7477511a6be96f8",,,"Dec 04, 2020",https://binarysearch.com/room/pain.-2M3E1unR1S?questionsetIndex=1,,,"Dec 04, 2020 2:47 PM","You are given a list of integers nums. Consider a tree where nums represents the values of its leaves in an inorder traversal. Internal nodes have have 2 children and their value is equal to the the product of the largest leaf value of its left subtree and the largest leaf value of its right subtree.
Find the tree with the minimum sum of its values and return the sum.","May 11, 2021 9:10 AM",
Longest Substring with Character Count of at Least K,1600,ok,https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242,,,"Dec 18, 2020",https://binarysearch.com/problems/Longest-Substring-with-Character-Count-of-at-Least-K,,,"Dec 02, 2020 9:27 AM",Given a string of length upto 10^5. Return the length of the longest substring which contains each character at least k?,"Feb 22, 2021 9:23 PM",
C2. Binary Table (Hard Version),,waiting,,,,"Dec 02, 2020",,,,"Dec 02, 2020 9:08 AM","Given a binary matrix of size $m\times n$. In one operation you have to select 3 points a 2 x 2 square and flip them. Make the matrix all zeroes after $m\times n$ operations. ","May 20, 2021 9:56 AM",
Random Pick with Weight,1500,ok,https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690,,,,,,,"Dec 01, 2020 11:55 PM","You have n weights. You have to return the ith item with probability w_i/(sum of all wieghts). ","Mar 01, 2021 8:41 AM",
Make Them Equal ,2000,waiting,,puzzle,,,,,,"Dec 01, 2020 11:55 PM",perfect fit question for a puzzle,"May 23, 2021 8:53 AM",
Cactus Graph,1700,ok,,,,,,,,"Dec 01, 2020 11:55 PM",Find cycles and their lengths in a graph,"Dec 04, 2020 1:07 PM",
Point Distances with Shared Coordinate | binarysearch,1600,done,"https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98, https://www.notion.so/Binary-Search-c1187205516c42ac9b3b3c69f153914a",,1,"Mar 07, 2021",https://binarysearch.com/problems/Point-Distances-with-Shared-Coordinate,,,"Feb 23, 2021 9:01 AM",,"Mar 07, 2021 7:57 AM",
Print changes in minimum file diff,1600,waiting,"https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee, https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Two-Pointers-5f3e09475eb74b08b0880a7c6e1baa74, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",joveo,1,"Feb 18, 2021",,,,"Feb 18, 2021 11:56 PM",,"May 20, 2021 9:56 AM",
Lowest Common Ancestor of a General Tree,1600,waiting,,,,,,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Lowest%20Common%20Ancestor%20of%20a%20Binary%20Tree%205d7476a0b21a4386a34eb47814473f49.md,,"Jan 27, 2021 7:23 PM",,"May 20, 2021 9:55 AM",
Largest One Submatrix with Column Swaps | binarysearch,1600,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690",,,"Mar 07, 2021",https://binarysearch.com/problems/Largest-One-Submatrix-with-Column-Swaps,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Largest%20Submatrix%20With%20Rearrangements%20-%20LeetCode%20533a14be49a74598be0877ba4a886fbb.md,,"Mar 07, 2021 8:34 AM",,"Mar 08, 2021 7:41 AM",
Maximum Subarray Sum with One Deletion - Leetcode,1600,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Subarray-ef1d425ad64945bf849cd2e45d4ee4aa, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690","goldman sachs, subarray",1,"Mar 08, 2021",https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion/,,,"Jan 24, 2021 8:10 AM",,"Mar 15, 2021 8:06 AM",
Print Derangements,1600,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Backtracking-90d58a7ffa85438e86ce346981bf35b5",own,1,"Mar 09, 2021",,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Permutations%20-%20LeetCode%204d488cfcee04438a872631a4229a572a.md,,"Jan 09, 2021 1:19 PM",,"May 11, 2021 9:05 AM",
Number of Longest Increasing Subsequence,1600,ok,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",,2,"Mar 09, 2021",,,,"Dec 01, 2020 11:55 PM",,"Mar 09, 2021 8:57 AM",
Longest Increasing Path,1800,done,"https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee, https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9, https://www.notion.so/Linear-DP-40f64e6224704d17972aa352dc735edb","DAG, longest path",1,"Dec 19, 2020",https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Maximum%20Height%20by%20Stacking%20Cuboids%20d04881ce384645b9ba6b0232f94d8575.md,"Dec 01, 2020 11:55 PM","longest increasing path in a matrix, you can go in all four directions","May 11, 2021 9:01 AM",
Planar Edges,,waiting,,"catalan number, cycle, permutation",,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:56 AM",
Minimum Operations to Reduce X to Zero,1700,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690",binary search,1,"Jan 09, 2021",https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/,,,"Dec 01, 2020 11:55 PM",take out first or the last element from array and add it to the sum. try to make X,"Mar 01, 2021 8:41 AM",
Max multiplied Pairings ,1700,waiting,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3","product, remember",,,,,,"Dec 01, 2020 11:55 PM",pair integers among two lists so that their sum of multiplication is maximum,"May 20, 2021 9:55 AM",
CPU Scheduling,1700,waiting,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3","own, simulation",,,,,,"Dec 01, 2020 11:55 PM","given tasks with id, queue time, and duration. at any time cpu chooses task with minimum duration. find the order of the tasks execution.","May 20, 2021 9:55 AM",
Queen on the Grid,1800,waiting,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee","counting, cummulative",,,,,,"Dec 01, 2020 11:55 PM","queen can travel to right, down, diagonal right down any length but not over obstacle, find the number of possible paths to h, w","May 20, 2021 9:55 AM",
Maximum Number of Achievable Transfer Requests,2000,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Populating Next Right Pointers in Each Node,1500,ok,https://www.notion.so/Stack-67154e5bf7324feab7a8a732f028898b,,,"Feb 24, 2021",,,,"Dec 01, 2020 11:55 PM",,"Feb 24, 2021 9:13 AM",
Water Heater,1900,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690, https://www.notion.so/Intervals-ebd124f2083d4f999c01b25e664d9e01","cummulative, increment - decrement, interval",,,,,,"Dec 01, 2020 11:55 PM","we need p_i during s_i to t_i time. we have total capacity of w, can we support?","Mar 04, 2021 8:12 AM",
Ways to make a Fair array,1700,waiting,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Cumulative-73b8950eb0ab42228e72265c36aec690",cummulative,,,,,,"Dec 01, 2020 11:55 PM",you can remove exactly one element to make sum of even and odd positions same. How many choices do you have?,"May 20, 2021 9:55 AM",
Valid payments,2000,waiting,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Subarray Product Less Than K,1500,done,https://www.notion.so/Sliding-Window-57edd445fc8d49ac98bcd1076bcdd3aa,,2,"Feb 24, 2021",https://leetcode.com/problems/subarray-product-less-than-k,,,"Dec 01, 2020 11:55 PM",,"Feb 24, 2021 9:18 AM",
Traveling Salesman among Aerial Cities,,waiting,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:56 AM",
Strings of Impurity,1700,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Maximal Square,1600,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee","largest square, standard",1,"Dec 20, 2020",https://leetcode.com/problems/maximal-square/,,,"Dec 01, 2020 11:55 PM",largest square containing all ones,"Mar 01, 2021 8:47 AM",
Path with Maximum gold,1600,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Backtracking-90d58a7ffa85438e86ce346981bf35b5",path cost,2,"Feb 02, 2021",,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Maximum%20sum%20path%20in%20a%20matrix%20from%20top-left%20to%20bott%20869852d3438e49cbb72b623274579c30.md,,"Dec 01, 2020 11:55 PM",,"Mar 07, 2021 9:23 AM",
Course Schedule ,1500,done,"https://www.notion.so/Graphs-429761a7bf524bd984bacb37409f2858, https://www.notion.so/DFS-ba39c3dceb894d178f88767d81fa001a",standard,,"Feb 24, 2021",https://leetcode.com/problems/course-schedule/,,,"Dec 01, 2020 11:55 PM",,"Mar 01, 2021 8:43 AM",
Next Permutation,1500,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Sorting-Algorithms-5c0a4b35496f4ead9e9b40f16582d479, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3",,,"Feb 24, 2021",,,Programming%20Problems%20a6f7fa1f868e40dcaee7d47b4ab9f17f/Previous%20Permutation%209ab94d40129b46819e68ee80d41e42b4.md,"Dec 01, 2020 11:55 PM",,"Mar 01, 2021 3:42 PM",
Points on a Line,1600,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98","O(n^2), line, points",,"Dec 12, 2020",https://leetcode.com/problems/max-points-on-a-line/,,,"Dec 01, 2020 11:55 PM",Given a set of points. Find the maximum number of colinear points among them?,"May 11, 2021 8:58 AM",
Binary Tree Maximum Path Sum,1800,waiting,https://www.notion.so/Binary-Tree-2b7ef3f8a3684c2c8790ae61ff7ddaea,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
k-Amazing Numbers,1600,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3","hashing, monotonic",,,,,,"Dec 01, 2020 11:55 PM",store vector of locations for each integer,"Mar 01, 2021 3:42 PM",
Binary Table (Easy Version),,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:56 AM",
K-Distinct Groups,1650,waiting,https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Walled Off,1900,waiting,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/DFS-ba39c3dceb894d178f88767d81fa001a",,,,,,,"Dec 01, 2020 11:55 PM","minimum number of new walls to block the
  path","May 20, 2021 9:55 AM",
Asteroid Collision,1600,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Stack-67154e5bf7324feab7a8a732f028898b",,2,"Mar 09, 2021",,,,"Dec 01, 2020 11:55 PM",,"Mar 09, 2021 8:35 AM",
Vertical Order Traversal of a Binary Tree,1500,ok,https://www.notion.so/Binary-Tree-2b7ef3f8a3684c2c8790ae61ff7ddaea,,,"Jan 05, 2021",,,,"Dec 01, 2020 11:55 PM",,"May 11, 2021 9:11 AM",
Largest Number,1500,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/String-Sort-8b1d83e8165540abbba208eb208ec5a0",custom sort,,"Dec 26, 2020",https://leetcode.com/problems/largest-number/,,,"Dec 01, 2020 11:55 PM",,"May 11, 2021 9:07 AM",
Shortest Common Supersequence,2000,waiting,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",,1,"Dec 18, 2020",https://leetcode.com/problems/shortest-common-supersequence/,,,"Dec 01, 2020 11:55 PM",,"May 23, 2021 8:53 AM",
Distinct Islands,1800,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/DFS-ba39c3dceb894d178f88767d81fa001a",connected components,,"Dec 20, 2020",https://binarysearch.com/problems/Distinct-Islands,,,"Dec 01, 2020 11:55 PM",,"Mar 01, 2021 8:43 AM",
Construct Binary Tree from Preorder and Inorder Traversal,1500,done,https://www.notion.so/Binary-Tree-2b7ef3f8a3684c2c8790ae61ff7ddaea,,,,,,,"Dec 01, 2020 11:55 PM",,"May 11, 2021 9:11 AM",
Longest Increasing Path in a Matrix,2000,done,https://www.notion.so/DFS-ba39c3dceb894d178f88767d81fa001a,"DAG, longest path",,"Jan 24, 2021",,,,"Dec 01, 2020 11:55 PM",,"Mar 01, 2021 8:43 AM",
Throne Inheritance,1500,ok,,,,"Feb 24, 2021",,,,"Dec 01, 2020 11:55 PM",,"Feb 24, 2021 9:26 AM",
Takahashi Unevolved,1600,waiting,https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Count Substrings That Differ by One Character,1700,waiting,,"dp, optimization",,,,,,"Dec 01, 2020 11:55 PM",useful editorial,"May 20, 2021 9:55 AM",
Add Two numbers,1500,ok,https://www.notion.so/Linked-List-fed40f1dbcfc43d9913de240bdc06f68,,,,,,,"Dec 01, 2020 11:55 PM",,"Mar 06, 2021 5:48 PM",
Split Two Strings to Make Palindrome,1700,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
"Balance
  a Binary Search Tree",,waiting,https://www.notion.so/Binary-Tree-2b7ef3f8a3684c2c8790ae61ff7ddaea,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:56 AM",
Longest Palindromic Substring,1500,done,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,,,,https://leetcode.com/problems/longest-palindromic-substring/,,,"Dec 01, 2020 11:55 PM","Given a string, return the longest palindromic substring?","Mar 01, 2021 8:46 AM",
Merge k Sorted Lists ,2000,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Practical Skill Test,1700,waiting,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98",,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
DNA Sequence,1500,ok,,,,,,,,"Dec 01, 2020 11:55 PM",,"Feb 25, 2021 7:52 AM",
Longest Valid Parenthesis,2000,waiting,"https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Number-Theory-02e26369bab8475881b8a6a9d7b33ca9, https://www.notion.so/Stack-67154e5bf7324feab7a8a732f028898b",,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:55 AM",
Count Subtrees With Max Distance Between Cities,,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",,"May 20, 2021 9:56 AM",
Spreadsheets,1600,waiting,,,,,,,,"Dec 01, 2020 11:55 PM",Annoying,"May 20, 2021 9:55 AM",
Group Anagrams ,1500,done,"https://www.notion.so/Matrix-4e063cbec5124ef1af380e9e5daf8ffb, https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98",,,"Feb 18, 2021",,,,"Dec 01, 2020 11:55 PM",,"May 11, 2021 8:58 AM",
